"ProblemName","Type","Status","Time (sec)","Iteration (n)","Objective value (ACS)","Objective value (optimal)","PrimalGap"
"bab6","hard","Solution not found (time limit exceded)","128.363260","2"," / ","-284248.2307000001"," / "
"ns1644855","easy","Solution not found (time limit exceded)","68.643911","1"," / ","-1524.33333333333"," / "
"neos-848589","easy","Feasible","69.570355","2","4933807.966100","2351.40309999697","0.999523"
"roi2alpha3n4","easy","Feasible","49.770160","4","-61.269287","-63.20849503","0.030680"
"neos-5049753-cuanza","easy","Solution not found (iteration limit exceded)","665.218363","20"," / ","561.9999971689"," / "
"gfd-schedulen180f7d50m30k18","easy","Solution not found (time limit exceded)","63.269157","0"," / ","1"," / "
"co-100","easy","Solution not found (time limit exceded)","92.474524","4"," / ","2639942.06"," / "
"highschool1-aigio","hard","Solution not found (time limit exceded)","97.587550","1"," / ","0"," / "
"supportcase22","open","Solution not found (iteration limit exceded)","809.302591","20"," / ","110.0*"," / "
"bab2","hard","Solution not found (time limit exceded)","115.770885","2"," / ","-357544.3115"," / "
"neos-3402294-bobin","easy","Feasible","84.300963","4","0.146000","0.06724999999999949","0.539384"
"supportcase7","easy","Solution not found (time limit exceded)","83.638712","1"," / ","-1132.223177"," / "
"ns1760995","easy","Solution not found (time limit exceded)","34.537663","0"," / ","-549.21438505"," / "
"s250r10","easy","Solution not found (time limit exceded)","155.947590","4"," / ","-0.1717804834232"," / "
"savsched1","easy","Feasible","99.231486","3","366178.000000","3217.7","0.991213"
"neos-4647030-tutaki","hard","Solution not found (time limit exceded)","40.493353","0"," / ","27265.70599999996"," / "
"neos-5104907-jarama","hard","Solution not found (iteration limit exceded)","818.665835","20"," / ","935"," / "
"s100","hard","Solution not found (iteration limit exceded)","1066.814174","20"," / ","-0.1697235270583"," / "
"supportcase12","easy","Feasible","68.708550","2","-4112.976935","-7559.533053817","0.455922"
"neos-5052403-cygnet","easy","Solution not found (time limit exceded)","59.725259","1"," / ","182"," / "
"roi5alpha10n8","easy","Feasible","107.419433","4","-38.081618","-52.322274351","0.272172"
"neos-5114902-kasavu","hard","Solution not found (iteration limit exceded)","824.909376","20"," / ","655"," / "
"neos-2075418-temuka","easy","Solution not found (time limit exceded)","113.231642","1"," / ","Infeasible"," / "
"supportcase19","hard","Solution not found (time limit exceded)","100.964481","1"," / ","12677205.99992052"," / "
"neos-3402454-bohle","hard","Solution not found (time limit exceded)","53.136111","1"," / ","Infeasible"," / "
"square41","easy","Solution not found (time limit exceded)","33.350455","0"," / ","15"," / "
"square47","easy","Solution not found (time limit exceded)","36.843604","0"," / ","15.9999999997877"," / "
